datetime,open,high,low,close,volume,turnover
2025-12-04T14:00:00Z,92472.4,92776.0,91750.0,91845.6,5214.909,481453300.4295
2025-12-04T15:00:00Z,91845.6,93240.2,91833.0,92920.5,6428.293,595503723.299
2025-12-04T16:00:00Z,92920.5,93149.9,92220.0,92392.6,4237.682,392771492.3576
2025-12-04T17:00:00Z,92392.6,92497.1,91709.9,92380.8,4052.871,373209560.3629
2025-12-04T18:00:00Z,92380.8,92513.0,91894.8,92081.3,2326.823,214497520.9953
2025-12-04T19:00:00Z,92081.3,92131.8,90800.0,91934.3,9698.477,887519228.0207
2025-12-04T20:00:00Z,91934.3,92497.5,91631.9,92424.1,4896.234,450837754.475
2025-12-04T21:00:00Z,92424.1,92681.2,92039.0,92115.8,3317.0,306373824.6243
2025-12-04T22:00:00Z,92115.8,92462.0,92096.6,92300.0,1687.541,155745318.9538
2025-12-04T23:00:00Z,92300.0,92416.6,92018.0,92031.8,1389.271,128094247.3973
2025-12-05T00:00:00Z,92031.8,92442.1,92003.5,92260.0,1144.709,105578368.026
2025-12-05T01:00:00Z,92260.0,92556.4,92182.5,92314.9,1140.192,105360120.1073
2025-12-05T02:00:00Z,92314.9,92658.3,92200.0,92474.5,1610.224,148918201.6743
2025-12-05T03:00:00Z,92474.5,92620.8,91926.6,92106.0,1542.942,142309312.9529
2025-12-05T04:00:00Z,92106.0,92361.7,91763.1,91994.9,2633.695,242235882.9016
2025-12-05T05:00:00Z,91994.9,92170.5,91828.1,91900.0,1087.141,99996672.5587
2025-12-05T06:00:00Z,91900.0,92244.5,91863.2,92235.9,1570.171,144539281.048
2025-12-05T07:00:00Z,92235.9,92457.6,92156.3,92224.4,1481.104,136729852.0665
2025-12-05T08:00:00Z,92224.4,92225.4,91850.0,92066.1,1418.608,130558980.2062
2025-12-05T09:00:00Z,92066.1,92072.8,90864.3,91077.0,5659.658,516684358.8285
2025-12-05T10:00:00Z,91077.0,91443.5,91035.9,91230.5,2137.382,195043588.9873
2025-12-05T11:00:00Z,91230.5,91531.6,91063.4,91304.7,2293.056,209404996.8666
2025-12-05T12:00:00Z,91304.7,91393.4,91021.0,91197.3,1424.234,129879430.4465
2025-12-05T13:00:00Z,91197.3,91323.6,90176.0,90429.6,6793.653,615683950.8757
